# image id, class 0, class 1, class 2, class 3, class 4, class 5, class 6, class 7, class 8, class 9, class 10, class 11, class 12, class 13, class 14
1.600000000000000000e+01,1.338229522705078125e+02,-4.540745544433593750e+02,-9.252036743164062500e+02,-3.719213867187500000e+01,1.289304077148437500e+03,-1.898996826171875000e+03,4.208807067871093750e+02,-5.378166503906250000e+02,7.646002807617187500e+02,1.736274902343750000e+03,9.500026855468750000e+02,-1.386476135253906250e+02,2.853889770507812500e+02,-1.917164001464843750e+02,-1.168336914062500000e+03
1.700000000000000000e+01,7.123152923583984375e+01,-3.590195922851562500e+02,-1.109056518554687500e+03,1.296687622070312500e+03,1.494312377929687500e+03,-3.272801025390625000e+03,4.201277770996093750e+02,2.157255096435546875e+02,1.354841552734375000e+03,2.628671142578125000e+03,1.244679931640625000e+03,-1.611159545898437500e+03,5.790851440429687500e+02,2.442184638977050781e+01,-2.420703857421875000e+03
1.800000000000000000e+01,1.879477539062500000e+03,-8.680611572265625000e+02,1.203539672851562500e+03,-2.597161254882812500e+02,-1.674179840087890625e+02,-1.832899475097656250e+02,3.049759521484375000e+02,-1.153951904296875000e+03,9.908290405273437500e+02,5.468219604492187500e+02,-5.874871826171875000e+02,2.905732421875000000e+02,-8.852384643554687500e+02,-3.451959533691406250e+02,-1.062787963867187500e+03
1.900000000000000000e+01,1.128427368164062500e+03,-8.226207275390625000e+02,1.057818115234375000e+03,-1.192081420898437500e+03,4.087298278808593750e+02,4.673865509033203125e+01,-2.093303527832031250e+02,-7.561943969726562500e+02,4.286287841796875000e+02,5.664166870117187500e+02,-1.484063110351562500e+02,8.744794921875000000e+02,-1.052877197265625000e+03,-8.135867919921875000e+02,3.581353149414062500e+02
2.000000000000000000e+01,-2.998130798339843750e+02,2.005660095214843750e+02,-3.940675659179687500e+02,-1.181229492187500000e+03,7.817332153320312500e+02,-1.707304077148437500e+03,5.002340698242187500e+02,-1.803370605468750000e+03,1.627646728515625000e+03,-4.891264648437500000e+02,2.613437011718750000e+03,1.364503295898437500e+03,5.968447875976562500e+02,-1.424960937500000000e+03,-3.366347122192382812e+01
2.100000000000000000e+01,2.605986328125000000e+02,-5.421036376953125000e+02,4.831176757812500000e+02,-1.271633789062500000e+03,3.697366333007812500e+02,-5.707433471679687500e+02,7.056256103515625000e+02,-1.006853088378906250e+03,1.417514343261718750e+02,-3.075376281738281250e+02,1.243749511718750000e+03,7.517699584960937500e+02,2.198962402343750000e+02,-5.867977294921875000e+02,4.593086547851562500e+02
2.200000000000000000e+01,8.536388397216796875e+01,-5.425028686523437500e+02,5.444968261718750000e+02,3.795166320800781250e+02,-9.707233428955078125e+01,-1.190397949218750000e+03,1.106608276367187500e+03,9.354249267578125000e+02,2.401770629882812500e+02,1.612371948242187500e+03,-1.843931732177734375e+02,-1.124042236328125000e+03,6.202095336914062500e+02,3.222380065917968750e+02,-2.061561767578125000e+03
2.300000000000000000e+01,5.005319519042968750e+02,-1.441932739257812500e+03,3.630431213378906250e+02,-2.106794586181640625e+02,-9.975113677978515625e+01,-3.777283630371093750e+02,1.016454040527343750e+03,3.797612915039062500e+02,8.768524169921875000e+01,1.331344726562500000e+03,-1.414810913085937500e+03,-1.166799194335937500e+03,2.932175598144531250e+02,1.810415649414062500e+03,-1.014450500488281250e+03
2.400000000000000000e+01,-7.815031127929687500e+02,-8.050167236328125000e+02,-2.295928955078125000e+02,5.102420043945312500e+02,-1.816136474609375000e+02,-1.207492431640625000e+03,7.958611450195312500e+02,-6.664135742187500000e+02,2.395462158203125000e+03,-2.640653991699218750e+01,5.933338012695312500e+02,-8.416873931884765625e+01,4.306624450683593750e+02,5.776903686523437500e+02,-8.826967773437500000e+02
2.500000000000000000e+01,2.210257568359375000e+03,-1.399365600585937500e+03,3.520547851562500000e+03,-1.692339111328125000e+03,6.498944091796875000e+01,-5.970056152343750000e+02,1.098230834960937500e+03,-1.809761230468750000e+03,-3.122107696533203125e+01,8.071218872070312500e+02,-1.224948730468750000e+03,2.038349487304687500e+03,-5.004072265625000000e+02,-1.270884887695312500e+03,-1.270497802734375000e+03
2.600000000000000000e+01,1.650465576171875000e+03,-1.864459472656250000e+03,2.660535400390625000e+03,-1.672267211914062500e+03,7.101449584960937500e+02,-9.323679199218750000e+02,1.294395751953125000e+03,-7.416331176757812500e+02,-9.795626831054687500e+01,1.160691528320312500e+03,-1.121664184570312500e+03,1.213633178710937500e+03,-3.332937316894531250e+02,-9.192742919921875000e+02,-9.760259399414062500e+02
2.700000000000000000e+01,1.131430297851562500e+03,-1.343833984375000000e+03,2.197124511718750000e+03,-1.638515502929687500e+03,-1.841223449707031250e+02,-7.437713012695312500e+02,9.614317626953125000e+02,-2.610455078125000000e+03,-3.168011093139648438e+01,5.879165039062500000e+02,6.303565216064453125e+01,2.665977783203125000e+03,6.437310180664062500e+02,-7.052597656250000000e+02,-4.567718811035156250e+02
2.800000000000000000e+01,-4.778720092773437500e+02,2.206323699951171875e+02,1.221694412231445312e+02,-1.307668151855468750e+02,1.145074218750000000e+03,-2.101920410156250000e+03,4.233525695800781250e+02,-8.873444824218750000e+02,8.959954833984375000e+02,1.455511230468750000e+03,-2.282993507385253906e+01,2.208454132080078125e+02,1.529900390625000000e+03,-3.112143554687500000e+02,-1.691074707031250000e+03
2.900000000000000000e+01,-1.571983154296875000e+03,-8.568264160156250000e+02,-1.047667968750000000e+03,-8.285893554687500000e+02,6.642028198242187500e+02,-6.004749755859375000e+02,5.769815063476562500e+02,-9.787155761718750000e+02,1.199834106445312500e+03,2.053678222656250000e+03,2.291041107177734375e+02,-1.516858978271484375e+02,1.223452148437500000e+03,1.225473266601562500e+03,-6.597417602539062500e+02
3.000000000000000000e+01,1.493778686523437500e+03,-1.413387939453125000e+03,1.773301879882812500e+03,-1.883898437500000000e+03,1.539699096679687500e+02,-3.485860900878906250e+02,7.042473144531250000e+02,-2.697938720703125000e+03,-4.818610534667968750e+02,1.015942260742187500e+03,2.452625579833984375e+02,2.471397705078125000e+03,6.647671508789062500e+02,-7.525842285156250000e+02,-2.359717102050781250e+02
3.100000000000000000e+01,-1.011623535156250000e+02,-1.202309814453125000e+03,-1.732563781738281250e+02,-1.613354949951171875e+02,7.153004760742187500e+02,-1.980104614257812500e+03,7.005498046875000000e+02,1.897938385009765625e+02,1.083270507812500000e+03,1.557155883789062500e+03,8.173534545898437500e+02,-4.887370910644531250e+02,6.920440673828125000e+02,-9.285713195800781250e+01,-1.232840576171875000e+03
3.200000000000000000e+01,1.282447387695312500e+03,1.586101722717285156e+01,8.680006103515625000e+02,1.993763885498046875e+02,-1.815536804199218750e+02,-6.880103759765625000e+02,6.667988891601562500e+02,4.207500000000000000e+02,1.841623687744140625e+02,1.617026245117187500e+03,-1.352526733398437500e+03,-1.470477905273437500e+03,-3.571483764648437500e+02,1.034278076171875000e+03,-1.982875244140625000e+03
3.300000000000000000e+01,-6.255798950195312500e+02,-3.545452880859375000e+02,3.338960266113281250e+01,-6.759454956054687500e+02,1.217360076904296875e+02,-1.955665161132812500e+03,1.075518310546875000e+03,1.004309814453125000e+03,5.866231536865234375e+01,1.658379882812500000e+03,1.058217651367187500e+03,-5.318686523437500000e+02,1.819556396484375000e+03,-2.987456359863281250e+02,-1.512724731445312500e+03
3.400000000000000000e+01,1.576063354492187500e+03,-1.265288085937500000e+03,2.248345947265625000e+03,-7.039489135742187500e+02,3.600526046752929688e+01,-1.973806457519531250e+02,1.087540649414062500e+03,-2.396941833496093750e+02,6.119525146484375000e+02,1.080283203125000000e+03,-1.722562622070312500e+03,-3.803561096191406250e+02,-5.388933715820312500e+02,2.404001007080078125e+02,-1.997818847656250000e+03
3.500000000000000000e+01,-5.019559020996093750e+02,8.219244384765625000e+02,-6.657159423828125000e+01,2.429227294921875000e+03,-8.372084960937500000e+02,-2.358366455078125000e+03,1.251439331054687500e+03,6.555729980468750000e+02,9.756697387695312500e+02,-3.025098266601562500e+02,-1.079662704467773438e+02,-1.050915161132812500e+03,5.792227172851562500e+02,1.789641235351562500e+03,-2.277915771484375000e+03
3.600000000000000000e+01,2.303566162109375000e+03,-3.747953796386718750e+02,1.493949096679687500e+03,-3.820314636230468750e+02,2.529121551513671875e+02,-9.943982543945312500e+02,3.508683776855468750e+02,-8.219570312500000000e+02,3.225202636718750000e+02,1.476173950195312500e+03,-9.606335449218750000e+02,-1.841367187500000000e+02,-9.849745483398437500e+02,-2.067095947265625000e+02,-1.359161865234375000e+03
3.700000000000000000e+01,-3.199370117187500000e+02,1.419321289062500000e+02,5.822109985351562500e+02,3.373643188476562500e+02,3.713101501464843750e+02,-1.019377319335937500e+03,2.939898071289062500e+02,1.184699829101562500e+03,2.550963897705078125e+02,1.372391967773437500e+03,-1.809621734619140625e+02,-6.415118408203125000e+02,1.068027420043945312e+02,-4.058773193359375000e+02,-1.616760742187500000e+03
3.800000000000000000e+01,2.997175537109375000e+03,-1.192464843750000000e+03,1.974663940429687500e+03,-4.202633972167968750e+02,2.012572631835937500e+02,-3.745525207519531250e+02,4.909628601074218750e+02,-1.232981323242187500e+03,1.112367431640625000e+03,1.068252685546875000e+03,-1.673275756835937500e+03,-2.717475318908691406e+01,-1.551961914062500000e+03,2.606279602050781250e+02,-2.203380126953125000e+03
3.900000000000000000e+01,-2.616648254394531250e+02,-4.955191345214843750e+02,-5.420225219726562500e+02,2.344543914794921875e+02,2.624286804199218750e+02,-3.156209411621093750e+02,4.058944091796875000e+02,-2.613478698730468750e+02,4.726408081054687500e+02,1.900676345825195312e+01,1.083940063476562500e+03,-6.263249588012695312e+01,-2.077675628662109375e+01,6.542823791503906250e+01,-2.786192626953125000e+02
4.000000000000000000e+01,-5.212197875976562500e+02,4.227893981933593750e+02,2.766254577636718750e+02,2.664883056640625000e+03,-7.187360839843750000e+02,-2.718968261718750000e+03,1.706792724609375000e+03,5.800613403320312500e+02,1.341360351562500000e+03,-7.129044799804687500e+02,-2.032359466552734375e+02,-1.282472656250000000e+03,4.209058227539062500e+02,2.153818359375000000e+03,-2.461039062500000000e+03
4.100000000000000000e+01,-3.459739990234375000e+02,-4.363969802856445312e+01,-4.202285766601562500e+02,-9.494260864257812500e+02,3.666633911132812500e+02,-1.170414916992187500e+03,-1.832531127929687500e+02,-5.899605712890625000e+02,1.193662475585937500e+03,3.341070861816406250e+02,1.809831665039062500e+03,2.613529663085937500e+02,6.909807128906250000e+02,-4.327084960937500000e+02,-1.623880615234375000e+02
4.200000000000000000e+01,-1.482758235931396484e+01,-2.075739135742187500e+02,1.749272918701171875e+02,-2.237736511230468750e+02,-2.389785461425781250e+02,4.876542663574218750e+02,1.883472290039062500e+02,2.254478149414062500e+02,1.896694030761718750e+02,4.302386474609375000e+02,-3.794608764648437500e+02,-2.827242736816406250e+02,-2.240637817382812500e+02,1.287477874755859375e+02,-1.460063171386718750e+02
4.300000000000000000e+01,7.664201049804687500e+02,-4.374082946777343750e+02,7.196174316406250000e+02,-1.407750366210937500e+03,3.635245056152343750e+02,9.538762207031250000e+02,8.856906127929687500e+01,-5.092059631347656250e+02,1.654539489746093750e+02,9.461826782226562500e+02,-1.827820281982421875e+02,4.648231201171875000e+02,-1.111546386718750000e+03,-7.329034423828125000e+02,8.317970275878906250e+01
4.400000000000000000e+01,1.568641723632812500e+03,-1.302124877929687500e+03,2.213377441406250000e+03,-1.077304077148437500e+03,-5.586910400390625000e+02,1.422563323974609375e+02,1.010728698730468750e+03,-8.844667968750000000e+02,3.875588073730468750e+02,-2.855282020568847656e+01,-1.127590698242187500e+03,9.372557983398437500e+02,-3.613138732910156250e+02,-2.750017700195312500e+02,-7.395338745117187500e+02
4.500000000000000000e+01,-9.189898071289062500e+02,-3.839456176757812500e+02,3.370332336425781250e+01,3.781323852539062500e+02,-4.760898437500000000e+02,-1.556655151367187500e+03,7.268695068359375000e+02,-6.534343261718750000e+02,2.224744873046875000e+03,5.059032897949218750e+02,5.370735473632812500e+02,1.574576873779296875e+02,1.044259765625000000e+03,5.884098510742187500e+02,-1.534904907226562500e+03
4.600000000000000000e+01,1.662922210693359375e+02,-8.575402221679687500e+02,-2.004046325683593750e+02,-9.407426757812500000e+02,-1.707686614990234375e+02,-5.199963989257812500e+02,1.990466156005859375e+02,-9.838187866210937500e+02,8.468637084960937500e+02,3.084804687500000000e+02,1.338810180664062500e+03,7.396901245117187500e+02,-6.749007568359375000e+02,5.092109680175781250e+01,7.400953979492187500e+02
4.700000000000000000e+01,3.880892639160156250e+02,-1.591973419189453125e+02,-1.344293823242187500e+02,-1.366189941406250000e+03,9.990076904296875000e+02,-1.924916534423828125e+02,-1.938396835327148438e+01,-2.686525268554687500e+02,-2.515353240966796875e+02,1.257903198242187500e+03,4.546276245117187500e+02,1.030159057617187500e+03,4.938319396972656250e+02,-1.007420043945312500e+03,-5.200234985351562500e+02
4.800000000000000000e+01,-7.677219238281250000e+02,1.566391967773437500e+03,5.064362182617187500e+02,8.749629516601562500e+02,1.898919067382812500e+02,-2.269659667968750000e+03,1.367914428710937500e+03,9.769947509765625000e+02,4.014273376464843750e+02,2.810446166992187500e+02,4.058091125488281250e+02,-5.262125854492187500e+02,5.598396606445312500e+02,-2.022419891357421875e+02,-2.430922119140625000e+03
4.900000000000000000e+01,-7.368606567382812500e+02,-3.607457733154296875e+01,-4.752199554443359375e+01,-3.294178466796875000e+02,-3.444766235351562500e+02,-1.409345825195312500e+03,8.416865234375000000e+02,1.680497680664062500e+03,3.254311561584472656e+00,9.483616333007812500e+02,5.008233337402343750e+02,-1.124772949218750000e+03,1.409169921875000000e+03,1.576424560546875000e+02,-9.309439086914062500e+02
5.000000000000000000e+01,-3.184549865722656250e+02,-1.550613891601562500e+03,6.368379516601562500e+02,3.472281188964843750e+02,-1.045206054687500000e+03,3.150287780761718750e+02,1.665124511718750000e+03,1.473506011962890625e+02,4.803151855468750000e+02,3.419493103027343750e+02,-8.301446533203125000e+02,-3.424850082397460938e+01,4.704275894165039062e+01,9.973414916992187500e+02,-5.843135375976562500e+02
5.100000000000000000e+01,-2.715972595214843750e+02,6.478385620117187500e+02,2.076400909423828125e+02,3.027741699218750000e+03,-1.254135498046875000e+03,-1.463911499023437500e+03,6.798822631835937500e+02,2.689416809082031250e+02,1.645684692382812500e+03,-4.043530273437500000e+01,1.245002517700195312e+02,-1.181087768554687500e+03,-2.640978698730468750e+02,1.296250000000000000e+03,-2.611633544921875000e+03
5.200000000000000000e+01,-2.248498046875000000e+03,8.233678588867187500e+02,-1.745145019531250000e+03,-7.082148437500000000e+02,6.585255737304687500e+02,-1.630741699218750000e+03,7.805782470703125000e+02,-2.422993164062500000e+02,5.180369873046875000e+02,1.498174194335937500e+03,4.928721618652343750e+02,-9.841838989257812500e+02,2.715564697265625000e+03,1.399473632812500000e+03,-3.649588928222656250e+02
5.300000000000000000e+01,2.379043579101562500e+02,-1.140745605468750000e+03,1.488199920654296875e+02,-9.297058715820312500e+02,-5.386611938476562500e+00,8.583195190429687500e+02,7.145220947265625000e+02,-2.687118225097656250e+02,6.888892211914062500e+02,6.161647338867187500e+02,3.095231933593750000e+02,-2.117519378662109375e+02,1.875980834960937500e+02,-2.763956604003906250e+02,-7.557100219726562500e+02
5.400000000000000000e+01,9.926198120117187500e+02,-1.001794433593750000e+03,2.938590698242187500e+02,-1.444322265625000000e+03,1.294807373046875000e+03,-3.800081176757812500e+02,-4.514767456054687500e+02,-1.497603271484375000e+03,6.731934204101562500e+02,7.420176391601562500e+02,7.197185058593750000e+02,1.088963989257812500e+03,-6.814478149414062500e+02,-9.541204223632812500e+02,4.884196166992187500e+02
5.500000000000000000e+01,-1.501463623046875000e+03,-3.585718154907226562e+01,-1.106624877929687500e+03,3.069648437500000000e+02,4.534259338378906250e+02,-2.626321533203125000e+03,3.740318298339843750e+02,-2.356382141113281250e+02,2.860075439453125000e+03,3.910638732910156250e+02,2.662854736328125000e+03,-5.959747924804687500e+02,1.355097778320312500e+03,-7.875800781250000000e+02,-1.336176269531250000e+03
5.600000000000000000e+01,4.413941955566406250e+02,-4.723834838867187500e+02,-1.112139587402343750e+02,-1.990116455078125000e+03,9.557789306640625000e+02,-1.022656616210937500e+03,5.170276489257812500e+02,-2.456184326171875000e+03,3.104205322265625000e+02,1.022497375488281250e+03,2.171015136718750000e+03,2.397792968750000000e+03,9.341974487304687500e+02,-1.507166503906250000e+03,-1.895947265625000000e+02
5.700000000000000000e+01,-5.306555175781250000e+02,1.257768554687500000e+03,-1.348338623046875000e+03,-6.225084228515625000e+02,2.240862548828125000e+03,-1.758333618164062500e+03,2.907782592773437500e+02,-7.884988403320312500e+02,9.660237426757812500e+02,6.115244140625000000e+02,1.337722778320312500e+03,-5.265759887695312500e+02,7.683038330078125000e+02,-5.660162353515625000e+02,-9.968549804687500000e+02
5.800000000000000000e+01,-1.616426025390625000e+03,3.185549072265625000e+03,-1.844708740234375000e+03,2.635587463378906250e+02,7.439473266601562500e+02,-1.299960937500000000e+03,-2.795305175781250000e+02,7.605236053466796875e+01,1.811992309570312500e+03,-1.146517791748046875e+02,1.043321411132812500e+03,-1.653506713867187500e+03,1.067002319335937500e+03,6.227270507812500000e+02,-1.325863769531250000e+03
5.900000000000000000e+01,2.431546386718750000e+03,-1.419264160156250000e+03,2.899675537109375000e+03,-1.029785888671875000e+03,4.485738525390625000e+02,-4.778711547851562500e+02,3.839644165039062500e+02,-2.602492675781250000e+03,2.901406555175781250e+02,6.598315429687500000e+01,-9.394984741210937500e+02,2.220419921875000000e+03,-9.363850097656250000e+02,-1.178670410156250000e+03,-4.967566223144531250e+02
6.000000000000000000e+01,3.277149658203125000e+02,9.896861572265625000e+02,-1.146546264648437500e+03,-1.345418853759765625e+02,2.063763427734375000e+03,-7.038994140625000000e+02,-9.280180053710937500e+02,5.637075805664062500e+02,6.819135742187500000e+02,1.945302856445312500e+03,3.797096252441406250e+02,-1.034445678710937500e+03,-9.356283569335937500e+02,-1.047768920898437500e+03,-4.954095458984375000e+02
6.100000000000000000e+01,1.126226928710937500e+03,-9.330507812500000000e+02,1.226878784179687500e+03,-9.915029907226562500e+02,-6.999197387695312500e+02,-1.964486122131347656e+01,2.353201141357421875e+02,-2.497935302734375000e+03,4.414298095703125000e+02,1.394598541259765625e+02,6.607907714843750000e+02,2.428858886718750000e+03,-8.725014648437500000e+02,-5.353098754882812500e+02,3.454197082519531250e+02
6.200000000000000000e+01,-2.072951049804687500e+02,1.181098144531250000e+03,-6.744006958007812500e+02,5.043118896484375000e+02,6.988110961914062500e+02,-5.148934326171875000e+02,-1.820769500732421875e+02,-1.661504058837890625e+02,5.111417236328125000e+02,5.297014160156250000e+02,1.885069274902343750e+01,-5.776898193359375000e+02,1.004266967773437500e+02,-8.119666290283203125e+01,-7.830453491210937500e+02
6.300000000000000000e+01,2.772678833007812500e+02,1.934424133300781250e+02,5.819866943359375000e+01,2.549000000000000000e+03,-8.118886108398437500e+02,-2.622916748046875000e+03,1.261497070312500000e+03,-6.380834350585937500e+02,1.356861328125000000e+03,-5.868654174804687500e+02,4.894535522460937500e+02,-8.100146484375000000e+02,4.449316406250000000e+02,1.759557250976562500e+03,-2.073451660156250000e+03
6.400000000000000000e+01,-1.780817504882812500e+03,6.981109619140625000e+02,-7.579324951171875000e+02,4.776938171386718750e+02,6.505146484375000000e+02,-1.653838256835937500e+03,7.497402954101562500e+02,1.933234863281250000e+03,7.243477783203125000e+02,7.126776123046875000e+02,1.589675292968750000e+03,-8.632677612304687500e+02,9.529177246093750000e+02,-8.187354736328125000e+02,-1.853605712890625000e+03
6.500000000000000000e+01,7.502736816406250000e+02,-1.010420654296875000e+03,2.078393066406250000e+03,-3.097330627441406250e+02,-7.716320800781250000e+02,-7.876333007812500000e+02,1.426880126953125000e+03,-2.762713012695312500e+02,3.302684020996093750e+02,5.029096069335937500e+02,-8.696887207031250000e+02,4.474860839843750000e+02,7.631492919921875000e+02,-4.133679199218750000e+02,-1.641235473632812500e+03
6.600000000000000000e+01,1.475094726562500000e+03,-4.477459716796875000e+02,3.943517761230468750e+02,-7.270194053649902344e+00,4.699260253906250000e+02,-8.992036743164062500e+02,-6.531871795654296875e+01,-5.092705993652343750e+02,2.117944488525390625e+02,8.925098266601562500e+02,3.596388549804687500e+02,4.336587905883789062e+01,-8.302276000976562500e+02,-4.298884887695312500e+02,-5.985664062500000000e+02
6.700000000000000000e+01,-2.023586791992187500e+03,2.733599365234375000e+03,-1.235644775390625000e+03,-1.146095581054687500e+03,1.440105590820312500e+03,-1.440143432617187500e+03,5.499211425781250000e+02,-2.080248107910156250e+02,2.704211730957031250e+02,2.191061096191406250e+02,7.101845092773437500e+02,-7.465403442382812500e+02,2.269835693359375000e+03,2.151687164306640625e+02,-8.308090820312500000e+02
6.800000000000000000e+01,2.731195068359375000e+02,-4.573209228515625000e+02,7.838820800781250000e+02,-1.683538818359375000e+03,1.164030914306640625e+02,-7.237891235351562500e+02,5.322206420898437500e+02,-1.574062377929687500e+03,-4.892063903808593750e+02,9.646091308593750000e+02,3.828576965332031250e+02,1.712633666992187500e+03,1.257822875976562500e+03,-4.409308776855468750e+02,6.003818511962890625e+01
